id_student,code_module,code_presentation,assignment_id,task_type,assignment_weight,due_at_day_offset,submitted_at_day_offset,relative_due_position,grade_score,is_late,gender,age_band,disability,history_avg_delay,history_late_count,history_assessment_count,history_late_ratio,history_avg_score,history_score_variance,snapshot_day_rel,snapshot_day_abs,time_to_deadline_days,label_late,snapshot_id
10000,16488,Unknown,642803.0,Homework,30.0,71.0,71.0,0.6826923076923077,0.0,0,M,0-35,N,-1.1945283564814817,0.0,4.0,0.0,0.5,0.5773502691896257,-7,64.0,7.0,0,4
10000,16488,Unknown,642803.0,Homework,30.0,71.0,71.0,0.6826923076923077,0.0,0,M,0-35,N,-1.1945283564814817,0.0,4.0,0.0,0.5,0.5773502691896257,-3,68.0,3.0,0,5353
10000,16488,Unknown,642803.0,Homework,30.0,71.0,71.0,0.6826923076923077,0.0,0,M,0-35,N,-1.1945283564814817,0.0,4.0,0.0,0.5,0.5773502691896257,0,71.0,0.0,0,10702
10000,18659,Unknown,643370.0,Quiz,20.0,65.0,65.0,0.65,15.0,0,M,0-35,N,-0.0030015432098765,0.0,3.0,0.0,40.333333333333336,41.28357219685977,-7,58.0,7.0,0,41
10000,18659,Unknown,643370.0,Quiz,20.0,65.0,65.0,0.65,15.0,0,M,0-35,N,-0.0030015432098765,0.0,3.0,0.0,40.333333333333336,41.28357219685977,-3,62.0,3.0,0,5390
10000,18659,Unknown,643370.0,Quiz,20.0,65.0,65.0,0.65,15.0,0,M,0-35,N,-0.0030015432098765,0.0,3.0,0.0,40.333333333333336,41.28357219685977,0,65.0,0.0,0,10739
10000,19899,Unknown,644442.0,Homework,1.0,308.0,308.0,0.9194029850746268,1.0,0,M,0-35,N,687.4031491296297,1.0,5.0,0.2,0.2,0.4472135954999579,-7,301.0,7.0,0,49
10000,19899,Unknown,644442.0,Homework,1.0,308.0,308.0,0.9194029850746268,1.0,0,M,0-35,N,687.4031491296297,1.0,5.0,0.2,0.2,0.4472135954999579,-3,305.0,3.0,0,5398
10000,19899,Unknown,644442.0,Homework,1.0,308.0,308.0,0.9194029850746268,1.0,0,M,0-35,N,687.4031491296297,1.0,5.0,0.2,0.2,0.4472135954999579,0,308.0,0.0,0,10747
10000,17007,Unknown,647365.0,Homework,1.0,76.0,76.0,0.7450980392156863,1.0,0,M,0-35,N,919.1290152991454,0.0,13.0,0.0,1.0,0.0,-7,69.0,7.0,0,21
10000,17007,Unknown,647365.0,Homework,1.0,76.0,76.0,0.7450980392156863,1.0,0,M,0-35,N,919.1290152991454,0.0,13.0,0.0,1.0,0.0,-3,73.0,3.0,0,5370
10000,17007,Unknown,647365.0,Homework,1.0,76.0,76.0,0.7450980392156863,1.0,0,M,0-35,N,919.1290152991454,0.0,13.0,0.0,1.0,0.0,0,76.0,0.0,0,10719
10000,16488,Unknown,655611.0,Homework,1.0,76.0,76.0,0.7307692307692307,1.0,0,M,0-35,N,-0.9572337962962963,0.0,5.0,0.0,0.4,0.5477225575051661,-7,69.0,7.0,0,5
