id_student,code_module,code_presentation,assignment_id,task_type,assignment_weight,due_at_day_offset,submitted_at_day_offset,relative_due_position,grade_score,is_late,gender,age_band,disability,history_avg_delay,history_late_count,history_assessment_count,history_late_ratio,history_avg_score,history_score_variance,snapshot_day_rel,snapshot_day_abs,time_to_deadline_days,label_late,snapshot_id,teacher_prob
10000,19899,Unknown,584969.0,Homework,10.0,274.0,273.0,0.817910447761194,0.0,0,M,0-35,N,1715.2035036111113,0.0,2.0,0.0,0.0,0.0,-3,271.0,3.0,0,5395,0.9958567023277283
10000,19899,Unknown,584969.0,Homework,10.0,274.0,273.0,0.817910447761194,0.0,0,M,0-35,N,1715.2035036111113,0.0,2.0,0.0,0.0,0.0,0,274.0,0.0,0,10744,0.9930481314659119
10000,19899,Unknown,584971.0,Homework,1.0,267.0,,0.7970149253731343,0.0,0,M,0-35,N,1726.7035036111113,0.0,1.0,0.0,0.0,0.0,-7,260.0,7.0,0,45,0.9990906715393066
10000,19899,Unknown,584971.0,Homework,1.0,267.0,,0.7970149253731343,0.0,0,M,0-35,N,1726.7035036111113,0.0,1.0,0.0,0.0,0.0,-3,264.0,3.0,0,5394,0.9991025924682617
10000,19899,Unknown,584971.0,Homework,1.0,267.0,,0.7970149253731343,0.0,0,M,0-35,N,1726.7035036111113,0.0,1.0,0.0,0.0,0.0,0,267.0,0.0,0,10743,0.9964459538459778
10000,18304,Unknown,591002.0,Homework,10.0,58.0,58.0,0.5742574257425742,0.0,0,M,0-35,N,-0.3258709490740741,0.0,4.0,0.0,0.0,0.0,-7,51.0,7.0,0,32,0.3341374099254608
10000,18304,Unknown,591002.0,Homework,10.0,58.0,58.0,0.5742574257425742,0.0,0,M,0-35,N,-0.3258709490740741,0.0,4.0,0.0,0.0,0.0,-3,55.0,3.0,0,5381,0.335084468126297
10000,18304,Unknown,591002.0,Homework,10.0,58.0,58.0,0.5742574257425742,0.0,0,M,0-35,N,-0.3258709490740741,0.0,4.0,0.0,0.0,0.0,0,58.0,0.0,0,10730,0.34703758358955383
10000,18304,Unknown,591005.0,Homework,10.0,68.0,68.0,0.6732673267326733,0.0,0,M,0-35,N,-0.2938125,0.0,5.0,0.0,0.0,0.0,-7,61.0,7.0,0,33,0.3081454932689667
10000,18304,Unknown,591005.0,Homework,10.0,68.0,68.0,0.6732673267326733,0.0,0,M,0-35,N,-0.2938125,0.0,5.0,0.0,0.0,0.0,-3,65.0,3.0,0,5382,0.3046269118785858
