id_student,code_module,code_presentation,assignment_id,task_type,assignment_weight,due_at_day_offset,submitted_at_day_offset,relative_due_position,grade_score,is_late,gender,age_band,disability,history_avg_delay,history_late_count,history_assessment_count,history_late_ratio,history_avg_score,history_score_variance
10000,28326,Unknown,984065.0,Homework,15.0,20.0,20.0,0.20618556701030927,10.0,0,M,0-35,N,-3.09943287037037,0.0,2.0,0.0,12.0,8.48528137423857
10000,28326,Unknown,984066.0,Homework,14.0,27.0,26.0,0.27835051546391754,14.0,0,M,0-35,N,-2.114429012345679,0.0,3.0,0.0,11.333333333333334,6.110100926607787
10000,28326,Unknown,1003542.0,Homework,20.0,27.0,,0.27835051546391754,0.0,0,M,0-35,N,-1.88703125,0.0,4.0,0.0,12.0,5.163977794943222
10000,28326,Unknown,1016983.0,Homework,20.0,34.0,,0.35051546391752575,0.0,0,M,0-35,N,268.2310757222222,0.0,5.0,0.0,9.6,6.985699678629192
10000,28326,Unknown,1017443.0,Homework,15.0,34.0,34.0,0.35051546391752575,12.0,0,M,0-35,N,447.14314703703695,0.0,6.0,0.0,8.0,7.37563556583431
10000,28326,Unknown,1017444.0,Homework,15.0,41.0,41.0,0.422680412371134,15.0,0,M,0-35,N,383.2129124074074,0.0,7.0,0.0,8.571428571428571,6.900655593423542
10000,28326,Unknown,1030414.0,Homework,11.0,41.0,,0.422680412371134,0.0,0,M,0-35,N,335.2000035069444,0.0,8.0,0.0,9.375,6.7810134093026875
10000,28326,Unknown,1017445.0,Homework,15.0,48.0,48.0,0.4948453608247423,15.0,0,M,0-35,N,446.2559479629629,0.0,9.0,0.0,8.333333333333334,7.0710678118654755
10000,28326,Unknown,1047251.0,Homework,11.0,48.0,,0.4948453608247423,0.0,0,M,0-35,N,401.5316633518518,0.0,10.0,0.0,9.0,6.99205898780101
10000,28326,Unknown,1017446.0,Homework,14.0,55.0,54.0,0.5670103092783505,14.0,0,M,0-35,N,485.7291033754209,0.0,11.0,0.0,8.181818181818182,7.166842844909909
10000,28326,Unknown,1057588.0,Homework,10.0,55.0,,0.5670103092783505,0.0,0,M,0-35,N,445.0977448379629,0.0,12.0,0.0,8.666666666666666,7.036700328644919
10000,28326,Unknown,1017447.0,Homework,14.0,62.0,62.0,0.6391752577319587,14.0,0,M,0-35,N,512.452033974359,0.0,13.0,0.0,8.0,7.153087911291645
10000,28326,Unknown,1017438.0,Homework,17.0,69.0,69.0,0.711340206185567,16.0,0,M,0-35,N,475.8480849537037,0.0,14.0,0.0,8.428571428571429,7.057067223868411
10000,28326,Unknown,1079930.0,Homework,11.0,69.0,,0.711340206185567,0.0,0,M,0-35,N,444.1221493518518,0.0,15.0,0.0,8.933333333333334,7.075780286771677
10000,28326,Unknown,1017439.0,Homework,15.0,76.0,76.0,0.7835051546391752,15.0,0,M,0-35,N,498.03348399305554,0.0,16.0,0.0,8.375,7.191430084946016
10000,28326,Unknown,1091692.0,Homework,10.0,76.0,,0.7835051546391752,0.0,0,M,0-35,N,468.734772788671,0.0,17.0,0.0,8.764705882352942,7.146060206196715
10000,28326,Unknown,1017440.0,Homework,18.0,83.0,83.0,0.8556701030927835,18.0,0,M,0-35,N,514.8997022788066,0.0,18.0,0.0,8.277777777777779,7.233952264113797
10000,28326,Unknown,1017441.0,Homework,15.0,90.0,89.0,0.9278350515463918,15.0,0,M,0-35,N,487.79969297270947,0.0,19.0,0.0,8.789473684210526,7.37547698923354
10000,28326,Unknown,1112072.0,Homework,10.0,90.0,89.0,0.9278350515463918,0.0,0,M,0-35,N,463.3141608703703,0.0,20.0,0.0,9.1,7.311850510967579
10000,28326,Unknown,1125067.0,Exam,150.0,97.0,97.0,1.0,31.0,0,M,0-35,N,441.158280414462,0.0,21.0,0.0,8.666666666666666,7.398197978787357
10000,28326,Unknown,1017442.0,Homework,12.0,97.0,97.0,1.0,11.0,0,M,0-35,N,421.105586060606,0.0,22.0,0.0,9.681818181818182,8.64862424312106
10000,28326,Unknown,1121608.0,Homework,10.0,97.0,,1.0,0.0,0,M,0-35,N,402.75974636876003,0.0,23.0,0.0,9.73913043478261,8.454247944104505
10000,28977,Unknown,997385.0,Homework,1.0,29.0,29.0,0.29896907216494845,0.0,0,M,0-35,N,0.0,0.0,0.0,0.0,0.0,0.0
